draw_in	V	2
draw_off	V	2
draw_out	V	2
draw_up	V	2
drawer	N	6
drawing	N	22
drawing_paper	N	2
drawing_power	N	2
drawing_room	N	6
drawl	N	2
drawn	J	2
dreadful	J	6
dreadfully	R	2
dream	N	60
dream	V	26
dreamer	N	2
dreary	J	4
dregs	N	6
drenched	J	4
dress	N	26
dress	V	24
dress_shop	N	4
dress_up	V	8
dressed	J	12
dresser	N	2
dressing_gown	N	6
dressing_room	N	6
dressy	J	4
dried	J	6
dried-out	J	2
drift	N	6
drift	V	2
drill	V	4
drink	N	38
drink	V	24
drink_up	V	2
drinking	N	8
drip	V	10
dripping	J	2
drive	N	34
drive	V	48
drive_in	V	6
drive_off	V	4
drive_out	V	2
drive_up	V	2
driver	N	8
driveway	N	6
driving	J	2
driving_force	N	2
drizzle	N	6
drone	N	4
droop	V	2
drop	N	34
drop	V	48
drop_by	V	2
drop_dead	V	2
droplet	N	6
drought	N	4
drown	V	2
drown_out	V	4
drug	N	40
drug	V	2
drugged	J	4
drugging	N	2
drugless	J	2
drugstore	N	12
drum	N	6
drum	V	2
drumlin	N	2
drummer	N	2
drunk	J	10
drunk	N	8
drunkard	N	2
drunken	J	4
drunkenly	R	4
drunkenness	N	2
dry	J	18
dry	V	22
dry-eyed	J	2
dry_up	V	4
drygoods	N	6
drying_agent	N	2
dryly	R	2
dual	J	6
dub	V	2
dubious	J	4
dublin	N	2
duck	N	4
duck	V	6
duct	N	4
due	J	8
due	N	6
due_to	J	26
duel	N	2
duffer	N	6
duke	N	2
dull	J	10
dully	R	2
duly	R	2
dumb	J	12
dumbbell	N	8
dump	V	6
dump_truck	N	2
dune	N	2
dung	N	2
dungeon	N	4
duplication	N	2
durable	J	2
duration	N	2
dusk	N	12
dust	N	56
dust	V	2
dust_cloud	N	4
dustbin	N	2
dusty	J	6
dutch	J	2
duty	N	16
dwarf	N	2
dwell	V	2
dweller	N	2
dwelling	N	2
dwelling_house	N	2
dwindle	V	6
dwindling	J	2
dwindling_away	N	2
dye	V	2
dyeing	N	2
dying	J	2
dynamic	J	4
dynamics	N	2
e.g.	R	4
each	J	110
each	R	6
each_day	R	2
each_month	R	2
each_week	R	6
each_year	R	2
eager	J	14
eagerly	R	2
eagerness	N	2
ear	N	32
eared	J	2
earlier	J	16
earlier	R	18
earliest	J	2
early	J	146
early	R	26
early_childhood	N	2
earn	V	6
earned	J	4
earned_run	N	2
earnest	J	2
earnest	N	2
earnings	N	4
earsplitting	J	2
earth	N	116
earth's_surface	N	2
earthman	N	4
earthquake	N	2
earthy	J	2
ease	V	8
easily	R	38
east	J	8
east	N	10
east_german	J	2
east_german	N	2
east_side	N	2
easter	N	6
easter_card	N	2
eastern	J	8
eastward	J	2
easy	J	68
easy_chair	N	2
easy_money	N	2
eat	V	44
eat_on	V	2
eatable	J	2
eating	N	4
ebullient	J	2
eccentric	J	4
eccentric	N	2
eccentricity	N	2
ecclesiastical	J	4
echo	N	6
echo	V	4
eclectic	J	2
eclipse	N	2
ecliptic	N	4
economic	J	38
economic_policy	N	2
economical	J	4
economically	R	2
economics	N	2
economist	N	4
economy	N	20
ecstasy	N	6
ecstatic	J	2
edema	N	4
edematous	J	2
edentulous	J	2
edge	N	48
edge	V	2
edge_up	V	2
edged	J	4
edgy	J	4
edition	N	8
editor	N	28
editorial	N	2
editorially	R	2
educated	J	10
education	N	34
educational	J	10
educational_institution	N	2
educator	N	16
eeg	N	6
effect	N	164
effect	V	10
effective	J	50
effectively	R	14
effectiveness	N	10
efficacy	N	2
efficiency	N	20
efficiency_engineer	N	4
efficient	J	12
efficiently	R	2
effloresce	V	2
effluent	N	38
effort	N	102
effortlessly	R	2
egalitarianism	N	2
egg	N	34
egg_laying	N	2
egghead	N	2
eggplant	N	2
eggs	N	4
ego	N	8
egocentric	J	2
eight	J	34
eighteen	J	4
eighteenth	J	8
eighth	J	18
eighty	J	8
either	R	18
ejaculate	V	2
eject	V	4
ejection	N	4
eke_out	V	4
elaborate	J	14
elaborate	V	6
elaborately	R	2
elapse	V	4
elastic	J	6
elasticity	N	6
elate	V	2
elbow	N	6
elbow	V	2
elder	J	4
elder	N	2
elderly	J	12
elect	V	8
elected	J	4
election	N	128
elector	N	2
electoral	J	22
electric	J	24
electric_chair	N	2
electric_current	N	2
electric_light	N	4
electric_razor	N	4
electric_refrigerator	N	2
electric_shock	N	2
electric_toothbrush	N	4
electrical	J	6
electrical_engineer	N	2
electrical_shock	N	2
electricity	N	12
electrifying	J	2
electrode	N	6
electrolysis	N	2
electromagnet	N	2
electromagnetic	J	2
electromyography	N	2
electron	N	22
electron_microscopic	J	4
electrophoresis	N	2
electroshock	N	4
electroshock_therapy	N	2
electrotherapist	N	2
element	N	52
elemental	J	8
elementary	J	2
elementary_school	N	2
elevate	V	2
elevated	J	2
elevation	N	6
elevator	N	6
eleven	J	10
eleventh	J	4
elfin	J	2
elicit	V	8
eligible	J	8
eliminate	V	40
elimination	N	2
elite	N	12
ellipsoid	N	10
elm	N	2
elongate	V	2
elongated	J	2
eloquent	J	2
else	J	6
else	R	58
elsewhere	R	10
eluate	N	4
elucidate	V	2
elude	V	6
elute	V	2
elution	N	8
emaciated	J	2
emanation	N	2
embankment	N	6
embark	V	4
embark_on	V	2
embarrassed	J	2
embarrassing	J	6
embarrassment	N	8
embed	V	2
embedded	J	2
embellish	V	2
embitter	V	2
emblematic	J	6
embody	V	6
emboss	V	2
embrace	V	8
embracing	N	2
emerge	V	34
emergence	N	4
emergency	N	8
eminent	J	2
eminent_domain	N	2
emission	N	12
emission_spectrum	N	2
emit	V	4
emitting	J	2
emotion	N	52
emotional	J	36
emotional_arousal	N	2
emotional_disturbance	N	4
emotional_state	N	6
emotionally	R	2
emphasis	N	26
emphasize	V	22
emphatically	R	2
emphysema	N	6
emphysematous	J	2
empirical	J	4
empirically	R	8
employ	V	32
employed	J	2
employee	N	12
employer	N	4
employment	N	12
emptiness	N	2
empty	J	30
empty	V	14
empty_of	J	2
emulate	V	2
emulsified	J	2
enable	V	22
enabling	J	2
enabling_act	N	2
enabling_legislation	N	2
enact	V	4
enamel	N	2
enchained	J	2
enchant	V	2
encipher	V	2
enclave	N	2
enclose	V	4
enclosure	N	2
encompass	V	2
encounter	N	10
encounter	V	20
encourage	V	26
encouragement	N	4
encroachment	N	2
encrust	V	2
encyclopedia	N	2
end	N	152
end	V	44
end_point	N	4
end_up	V	2
endear	V	2
endeavor	N	4
endeavor	V	2
ending	N	2
endless	J	10
endlessly	R	2
endorse	V	2
endothelial	J	2
endothermic_reaction	N	4
endow	V	2
endpoint	N	2
endurance	N	6
endure	V	10
enduring	J	2
enduringly	R	2
enemy	J	2
enemy	N	42
energetic	J	4
energize	V	2
energy	N	54
enervate	V	2
enervating	J	2
enervation	N	2
enfant_terrible	N	2
enforce	V	10
enforcement	N	2
engage	V	18
engaged	J	2
engagement	N	8
engagingly	R	2
engender	V	4
engine	N	6
engineer	N	12
engineering	N	6
england	N	52
english	J	38
english	N	32
english_language	N	4
english_muffin	N	2
english_people	N	2
englishman	N	8
engrave	V	2
engrossed	J	2
engulf	V	2
enhance	V	10
enigmatic	J	2
enjoy	V	42
enjoyable	J	2
enjoyment	N	4
enlarge	V	12
enlarged	J	4
enlightened	J	4
enlist	V	4
enmesh	V	2
enormous	J	28
enormously	R	4
enough	J	58
enough	N	10
enough	R	114
enquire	V	2
enrich	V	4
enrol	V	2
ensemble	N	8
ensue	V	8
ensuing	J	2
ensure	V	4
entail	V	4
entanglement	N	2
enter	V	62
enterprise	N	4
enterprising	J	2
entertain	V	12
entertaining	J	4
entertainment	N	10
enthalpy	N	4
enthrall	V	2
enthusiasm	N	8
enthusiastic	J	8
enthusiastically	R	4
entire	J	54
entirely	R	46
entirety	N	2
entitle	V	12
entitled	J	2
entity	N	12
entrance	N	14
entrance_hall	N	2
entranceway	N	2
entrant	N	2
entrench	V	2
entropy	N	6
entrust	V	4
entry	N	8
enunciate	V	2
envelope	N	4
enveloping	J	2
environment	N	18
environmental	J	2
envision	V	4
envy	V	6
enzymatic	J	2
enzyme	N	8
eosinophilic	J	2
epaulet	N	2
epic	J	2
epic	N	4
epic_poem	N	2
epicure	N	2
epidemic	J	10
epidemic	N	10
epidermis	N	2
epigram	N	2
epileptic	J	2
epiphany	N	4
epiphyseal	J	4
epiphysis	N	10
episode	N	10
epistolatory	J	2
epithet	N	2
epitomize	V	2
epoch	N	2
equal	J	42
equal	V	6
equal_to	J	2
equality	N	2
equally	R	16
equanimity	N	2
equate	V	8
equation	N	12
equator	N	2
equilibrate	V	4
equilibrium	N	12
equip	V	12
equipment	N	28
equipotent	J	2
equipped	J	2
equitable	J	2
equivalence	N	2
equivalent	N	10
equivalent_to	J	4
equivocal	J	2
era	N	16
erase	V	2
erect	J	6
erect	V	10
ergotropic	J	2
erlenmeyer_flask	N	2
erode	V	4
eroded	J	2
erosion	N	2
erotic	J	4
err	V	2
errand	N	10
erratic	J	2
erratically	R	2
error	N	24
ersatz	J	2
erudite	J	2
erupt	V	2
eruption	N	2
erythroid	J	2
escalation	N	12
escapade	N	2
escape	N	8
escape	V	26
escape_from	V	4
escheat	N	4
eschew	V	2
escort	N	2
escort	V	10
escritoire	N	4
esoteric	J	2
especially	R	82
espionage	N	2
espionage_agent	N	2
esprit_de_corps	N	2
essay	N	8
essay	V	2
essence	N	2
essential	J	32
essential	N	2
essentially	R	36
establish	V	54
established	J	12
establishment	N	18
estate	N	4
ester	N	2
esthetic	J	4
estimate	N	28
estimate	V	18
estimated	J	4
estranged	J	2
estrangement	N	2
estuary	N	2
et_al.	R	6
etc.	R	8
etcetera	N	16
etcetera	R	4
eternal	J	12
eternity	N	10
ethanol	N	2
ethereal	J	2
ethic	N	2
ethical	J	6
ethics	N	2
ethnic	J	6
ethos	N	2
ethyl_acetate	N	6
etiquette	N	2
etymological	J	2
euphoria	N	2
eurasian	J	2
europe	N	12
european	J	4
european	N	2
european_country	N	2
eutectic	N	2
evacuate	V	2
evacuated	J	2
evacuation	N	2
evaluate	V	12
evaluation	N	4
evaporate	V	2
evaporation	N	2
evaporative_cooler	N	2
evasive	J	4
eve	N	16
even	J	10
even	R	424
even_so	R	4
evening	N	58
evensong	N	2
event	N	80
eventual	J	4
eventually	R	16
ever	R	128
ever-changing	J	4
ever-present	J	4
every	J	74
every_bit	R	2
every_day	R	10
every_month	R	2
every_night	R	6
every_other	J	6
every_which_way	R	2
every_year	R	2
everyday	J	6
everywhere	R	14
evidence	N	96
evidence	V	10
evident	J	22
evidently	R	12
evil	J	16
evil	N	20
evildoer	N	2
evocation	N	2
evoke	V	14
evolution	N	6
evolve	V	6
ex	J	2
ex-gambler	N	2
ex-husband	N	2
ex-mayor	N	2
exacerbation	N	6
exact	J	22
exactly	R	62
exaggerate	V	8
exaggerated	J	2
exalt	V	2
exalted	J	2
examination	N	22
examine	V	28
example	N	74
exasperate	V	2
exasperation	N	2
exboyfriend	N	2
excavation	N	4
exceed	V	8
exceedingly	R	4
excellence	N	2
excellent	J	22
excellently	R	2
excelsior	N	2
except	V	4
exception	N	22
exceptional	J	4
exceptionally	R	4
excess	J	8
excess	N	4
excessive	J	8
exchange	N	38
exchange	V	8
excise_tax	N	2
excitability	N	8
excitatory	J	8
excite	V	8
excited	J	6
excitedly	R	6
excitement	N	24
exciting	J	18
exclaim	V	8
exclaiming	N	2
exclude	V	14
exclusive	J	4
exclusively	R	6
excretion	N	2
excruciating	J	2
excursion	N	2
excursus	N	2
excuse	N	4
excuse	V	6
execute	V	2
execution	N	8
executive_secretary	N	2
exercise	N	64
exercise	V	18
exercising	N	2
exert	V	14
exhale	V	2
exhaust	V	4
exhausted	J	4
exhaustively	R	2
exhibit	N	2
exhibit	V	26
exhibition	N	12
exhibition_game	N	2
exhortation	N	2
exhumation	N	2
exist	V	92
existence	N	56
existent	J	2
existential	J	4
existentialist	N	2
existing	J	26
exit	N	2
exorcise	V	2
exotic	J	4
exotic_dancer	N	2
expand	V	10
expanded	J	4
expanding	J	6
expanse	N	2
expansion	N	14
expansiveness	N	2
expect	V	156
expectancy	N	2
expectant	J	2
expectantly	R	2
expectation	N	8
expected	J	12
expedition	N	10
expend	V	4
expense	N	20
expensive	J	8
experience	N	124
experience	V	22
experienced	J	8
experiential	J	2
experiment	N	124
experiment	V	4
experimental	J	38
experimentally	R	10
experimentation	N	4
experimenter	N	2
expert	J	2
expert	N	12
expertise	N	2
expiate	V	2
expire	V	6
explain	V	84
explanation	N	32
explanatory	J	2
explicit	J	2
explode	V	10
exploit	N	2
exploit	V	4
exploitation	N	8
exploration	N	6
exploratory	J	2
explore	V	12
explorer	N	4
explosion	N	4
explosive	J	6
exponential_function	N	2
exporter	N	2
expose	V	12
exposed	J	4
exposition	N	2
exposure	N	18
express	J	2
express	R	2
express	V	58
expressed	J	4
expressible	J	2
expression	N	44
expressionistic	J	2
expressionless	J	2
expressive	J	2
expressiveness	N	2
expressly	R	2
expropriated	J	2
expunge	V	2
expurgation	N	2
exquisite	J	2
extant	J	2
extend	V	36
extended	J	6
extension	N	8
extensive	J	34
extensively	R	2
extent	N	34
extenuate	V	4
exterior	J	2
exterminate	V	2
extern	N	2
external	J	16
extinguish	V	2
extinguished	J	2
extra	J	18
extra_points	N	6
extract	N	4
extract	V	12
extraneous	J	4
extraneousness	N	2
extraordinary	J	20
extrapolate	V	4
extrapolated	J	2
extrapolation	N	6
extreme	J	26
extreme	N	8
extremely	R	24
extremity	N	2
extremum	N	2
extrude	V	2
exuberant	J	6
exultantly	R	2
exultation	N	2
eye	N	222
eye	V	2
eye-beaming	N	2
eye-deceiving	J	2
eyebrow	N	4
eyelid	N	2
eyepiece	N	2
eyes	N	4
eyesight	N	2
eyestrain	N	2
f	N	8
fabled	J	2
fabric	N	18
fabulous	J	2
facade	N	2
face	N	172
face	V	52
face-to-face	R	2
face_up	V	2
faced	J	2
facet	N	2
facet_plane	N	8
facetiously	R	2
facilitate	V	2
facilitatory	J	2
facility	N	28
fact	N	120
faction	N	4
factor	N	46
factor	V	4
factory	N	28
factory_worker	N	4
faculty	N	6
fade	V	10
fade_out	V	2
faded	J	4
fadeout	N	2
fail	V	60
failure	N	38
faint	J	14
fair	J	18
fair	N	2
fairly	R	26
fairway	N	4
fairy	N	2
fairyland	N	2
fairytale	N	4
faith	N	36
faithful	J	10
faithful	N	2
faithfully	R	4
fake	J	14
faker	N	2
falcon	N	2
fall	N	46
fall	V	70
fall_asleep	V	12
fall_back	V	2
fall_behind	V	2
fall_in	V	2
fall_in_love	V	6
fall_into	V	10
fall_open	V	2
fall_out	V	2
fall_short_of	V	2
falling	J	2
falling_off	N	2
falloff	N	4
false	J	14
falsify	V	4
falter	V	2
fame	N	6
famed	J	4
familiar	J	20
familiar_with	J	6
familiarity	N	2
family	N	88
famous	J	32
fan	N	18
fan	V	10
fan_out	V	2
fanatic	N	2
fanaticism	N	4
fanciful	J	2
fancy	J	4
fancy	V	2
fancy-free	J	2
fantasia	N	2
fantasist	N	2
fantastic	J	6
fantasy	N	8
fantods	N	2
far	J	20
far	R	104
far-famed	J	2
far-off	J	2
faraway	J	2
farce	N	4
fare	N	2
farewell	N	4
farm	J	4
farm	N	26
farm_club	N	2
farmer	N	18
farmhouse	N	6
farmland	N	2
farther	J	2
farther	R	2
fasciculation	N	2
fascinated	J	2
fascinating	J	10
fascinatingly	R	2
fascination	N	2
fascism	N	2
fashion	N	18
fashion	V	4
fashionable	J	2
fashions	N	2
fast	J	20
fast	N	2
fast	R	8
fasten	V	4
fastidious	J	2
fat	J	24
fat	N	4
fatal	J	10
fate	N	16
father	N	72
father	V	2
father-god	N	2
fathom	V	6
fatigue	N	8
fatigued	J	2
fatten	V	2
fatty	J	2
fatty_acid	N	4
fault	N	12
fault	V	2
fauteuil	N	2
favor	N	8
favor	V	20
favorable	J	6
favorable_position	N	2
favorably	R	2
favored	J	4
favorite	J	2
favorite	N	10
fear	N	98
fear	V	14
fearful	J	2
fearfully	R	4
fearless	J	2
feasibility	N	6
feast	V	2
feat	N	8
feather	N	10
feathered	J	2
feature	N	72
feature	V	8
featured	J	4
feb	N	10
february	N	22
fecund	J	2
federal	J	24
federal_government	N	8
federal_housing_administration	N	2
fedora	N	2
fee	N	6
feeble	J	8
feed	V	16
feed_back	V	2
feed_on	V	2
feed_upon	V	2
feedback	N	2
feeding	N	16
feel	N	10
feel	V	258
feel_like	V	10
feeling	N	112
feelings	N	6
feline	J	2
fell	V	4
fella	N	2
fellow	J	4
fellow	N	16
fellow_feeling	N	2
fellow_worker	N	2
fellowship	N	2
female	J	18
female	N	42
feminine	J	2
fence	N	8
fence_rail	N	2
ferociously	R	2
ferocity	N	2
ferromagnetic	J	4
fertile	J	2
fertilize	V	2
fertilized	J	4
fertilizer	N	2
fervent	J	2
festive	J	4
festivity	N	4
fetch	V	2
fetching	J	2
fetid	J	2
feudal	J	2
fever	N	4
feverish	J	4
few	J	82
few	N	2
fewer	J	8
fiber	N	26
fiberglass	N	2
fibrin	N	4
fibrocalcific	J	2
fibrosis	N	12
fibrous_tissue	N	6
fiction	N	12
fictional	J	6
fictive	J	2
fiddle	N	2
fidelity	N	2
field	N	104
field	V	4
field_general	N	2
field_goal	N	4
field_of_operation	N	2
field_trial	N	4
fieldhand	N	2
fielding	N	2
fieldstone	N	2
fiend	N	2
fierce	J	4
fiery	J	4
fifteen	J	16
fifteen	N	2
fifteenth	J	8
fifth	J	20
fifties	N	4
fifty	J	28
fifty	N	2
fig	N	56
fig_tree	N	2
fight	N	22
fight	V	16
fight_back	V	2
fighter	N	2
fighting	J	2
fighting	N	2
figural_blindness	N	2
figure	N	238
figure	V	26
figure_out	V	2
figurine	N	2
file	N	4
file	V	4
file_out	V	4
filipino	N	2
fill	V	52
fill_up	V	4
fille_de_chambre	N	12
filled	J	16
filling	N	12
fillip	N	2
filly	N	2
film	N	114
film	V	2
film_clip	N	2
film_maker	N	2
filter	N	6
filter	V	12
filter_paper	N	2
filthy	J	4
final	J	54
final_period	N	2
finale	N	12
finally	R	80
finance	N	4
finance	V	4
financial	J	12
financially	R	6
financing	N	6
find	V	444
find_out	V	36
finding	N	18
fine	J	52
fine	N	2
fine	R	6
fine-grained	J	2
fine-looking	J	2
fine_arts	N	2
finely	R	6
fineness	N	2
finest	J	4
finger	N	60
finger	V	2
fingered	J	2
fingering	N	2
fingerprint	N	8
fingerprint_expert	N	2
fingerprint_man	N	2
fingerprint_specialist	N	2
fingerprinting	N	2
fingertip	N	4
finicky	J	2
finish	N	4
finish	V	38
finish_up	V	2
finished	J	6
finishing	N	2
finite	J	22
fire	N	56
fire	V	32
firecracker	N	4
firelight	N	4
fireplace	N	6
firework	N	2
firm	J	28
firm	N	18
firm	R	2
firmly	R	18
firmness	N	2
first	J	350
first	N	14
first	R	114
first-class	J	2
first-rate	J	2
first_baseman	N	2
first_class	N	2
first_half	N	4
first_moment	N	2
first_of_all	R	6
first_step	N	6
firsthand	J	2
fiscal	J	2
fiscal_year	N	2
fish	N	20
fish	V	4
fish_hawk	N	6
fisher	N	2
fisherman	N	2
fishing	N	4
fishing_boat	N	2
fishmonger	N	2
fist	N	20
fit	J	10
fit	N	10
fit	V	28
fit_in	V	2
fitness	N	8
fitting	J	12
five	J	120
five	N	2
fix	V	36
fix_up	V	6
fixed	J	22
fixing	N	2
fixture	N	2
fizzle	V	2
flag	N	2
flag-waver	N	2
flag_of_truce	N	2
flagellated_protozoan	N	2
flail	N	2
flame	N	2
flame_up	V	2
flank	V	4
flannel	N	2
flap	V	2
flare	N	4
flare	V	4
flash	N	6
flash	V	8
flashback	N	2
flashy	J	4
flask	N	8
flat	J	26
flat	N	4
flat-bottomed	J	6
flat_bench	N	2
flatly	R	4
flatness	N	18
flats	N	2
flatten	V	4
flattened	J	2
flatter	V	6
flattery	N	2
flaunt	V	4
flautist	N	4
flavor	N	10
flaw	N	2
flawless	J	2
flea	N	2
flea_market	N	2
fleck	N	2
flecked	J	2
fledgling	J	2
fledgling	N	2
flee	V	10
fleet	J	2
fleeting	J	2
flesh	N	30
fleshy	J	2
flexibility	N	14
flexible	J	8
flick	N	2
flight	N	10
flight_of_stairs	N	2
flimsy	J	2
flinch	V	2
fling	V	16
flint	N	2
flip	N	2
flirt	V	2
float	V	16
floating	J	2
floc	N	6
flocculate	V	2
flocculation	N	2
flock	N	8
flock	V	2
flood	N	14
flood	V	8
flooded	J	2
floor	N	66
floor_covering	N	2
floor_plan	N	2
flooring	N	2
flop	V	4
floral	J	2
florence	N	2
florentine	J	2
florida	N	4
flounce	V	2
flounder	V	6
flour	N	2
flourish	V	4
flow	N	44
flow	V	12
flow_rate	N	12
flower	N	52
flower_garden	N	6
flowerbed	N	2
flowering	N	6
flowing	J	4
flowing	N	2
flu	N	2
flub	V	2
fluffy	J	2
fluid	J	2
fluid	N	48
fluoresce	V	2
fluorescein	N	4
fluorescence	N	22
fluoroboride	N	2
flush	V	2
flushed	J	2
fluster	V	2
flute	N	2
fluttering	J	4
flux	N	46
fly	N	14
fly	V	34
fly_by	V	4
fly_in_the_ointment	N	2
fly_on	V	4
fly_open	V	2
flyer	N	2
flyway	N	2
foam	N	4
focal	J	6
focal_point	N	4
focally	R	2
focus	N	12
focus	V	6
focus_on	V	4
focusing	N	2
fog	N	20
foible	N	2
foil	N	2
fold	N	8
fold	V	10
folded	J	2
folding_chair	N	2
foliage	N	4
folk	N	18
folk_dance	N	2
folk_poet	N	2
folk_writer	N	2
folklore	N	50
follicular	J	2
follow	V	122
follow_through	V	2
follower	N	4
following	J	64
folly	N	4
fond	J	4
fondly	R	2
fondness	N	2
food	N	32
fool	J	2
fool	N	18
fool	V	4
foolish	J	6
foolishness	N	4
foot	N	204
footage	N	2
football	N	22
football_player	N	2
football_team	N	6
footbridge	N	2
foothills	N	2
footing	N	2
footloose	J	2
footnote	N	2
footpath	N	2
footstep	N	12
for_a_while	R	14
for_example	R	70
for_instance	R	30
for_keeps	R	2
for_one_thing	R	8
for_sale	J	2
for_sure	J	2
for_sure	R	2
for_that_matter	R	4
for_the_first_time	R	18
for_the_moment	R	6
for_the_most_part	R	16
for_the_time_being	R	4
forbid	V	6
forbidden	J	2
force	N	64
force	V	42
forced	J	2
foreboding	N	2
forecast	V	8
forecasting	N	2
forefinger	N	2
foregoing	J	8
forehead	N	8
foreign	J	20
foreign_exchange	N	2
foreign_policy	N	6
foreigner	N	10
foreman	N	4
forerunner	N	4
foresee	V	4
foresight	N	2
forest	N	18
forever	R	24
forfeit	J	2
forget	V	54
forgetfulness	N	6
forgive	V	6
forgotten	J	2
fork	N	8
forked	J	2
form	N	138
form	V	72
formal	J	10
formal_logic	N	2
formally	R	6
formation	N	28
former	J	58
formerly	R	6
formula	N	22
formulate	V	12
formulation	N	26
fort	N	2
fort_worth	N	4
forte-piano	N	2
forth	R	2
forthright	J	2
fortification	N	2
fortified	J	2
fortify	V	2
fortitude	N	2
fortress	N	4
fortunate	J	12
fortunately	R	8
forty	J	24
forward	J	12
forward	R	32
forward-moving	J	2
foster	V	6
foster_home	N	2
foster_parent	N	2
foul	V	2
foul-smelling	J	4
foul_out	V	2
found	V	2
foundation	N	10
fountain	N	2
fountainhead	N	2
four	J	156
four	N	14
four-sided	J	2
four_hundred	N	2
four_times	R	4
fourfold	J	2
foursome	N	2
fourteen	J	10
fourteen	N	2
fourth	J	40
fourth	N	2
fourth	R	2
fourth_dimension	N	4
fourth_of_july	N	2
fowl	N	2
fox	N	4
fox_terrier	N	4
foyer	N	2
fracas	N	2
fraction	N	56
fractional	J	2
fractionate	V	6
fractionation	N	8
fragile	J	8
fragment	N	4
fragmentary	J	4
fragrant	J	2
frail	J	6
frambesia	N	2
frame	N	28
frame	V	4
frame_in	V	4
framework	N	6
france	N	8
franchise	N	4
frank	J	4
frankly	R	8
frantic	J	4
frantically	R	4
fraud	N	10
frayed	J	2
freak	N	8
freckle	N	2
free	J	46
free	V	12
free-swimming	J	6
free_burning	J	14
free_of	J	2
free_radical	N	2
free_rein	N	2
free_will	N	2
free_world	N	2
freed	J	4
freedom	N	14
freehand	J	4
freely	R	4
freeman	N	4
freeway	N	14
freewheeler	N	2
freewheeling	J	2
freeze	V	12
freeze_down	V	4
freeze_out	V	4
freezing	J	2
freezing	N	2
freight_car	N	2
french	J	14
french	N	8
french_canadian	N	2
french_horn	N	2
french_revolution	N	2
french_teacher	N	2
french_window	N	2
frenchman	N	6
frenzy	N	6
frequency	N	20
frequent	J	20
frequently	R	26
fresh	J	30
freshly	R	2
freshman	N	4
freud	N	2
freudian	J	2
friable	J	4
friction	N	2
friday	N	28
fried_egg	N	2
friend	N	90
friendly	J	20
friendship	N	4
frieze	N	4
frighten	V	2
frighten_away	V	2
frightened	J	6
frightening	J	6
frightful	J	2
frigid	J	4
fringe	N	4
fringed	J	2
frivolous	J	6
frog	N	4
frolic	N	2
from_scratch	R	2
from_start_to_finish	R	2
from_the_heart	R	2
from_time_to_time	R	8
front	J	22
front	N	24
front_door	N	12
front_line	N	2
front_porch	N	2
front_room	N	2
front_yard	N	2
frontage	N	14
frontal	J	2
frontier	J	4
frontier	N	2
frost	N	2
frostbite	N	2
frown	V	6
frown_upon	V	2
frowningly	R	2
frozen	J	4
fruit	N	26
fruitful	J	4
fruitless	J	2
frustrated	J	4
frustration	N	8
fuck_up	V	4
fugal	J	2
fulfill	V	12
fulfillment	N	8
full	J	64
full-clad	J	2
full-grown	J	4
full-of-the-moon	N	2
full-time	J	2
full_complement	N	2
full_moon	N	4
full_of_life	J	2
fullback	N	4
fullback	V	2
fullness	N	4
fully	R	34
fulminate	V	2
fumble	N	2
fumble	V	2
fumed_oak	N	2
fumes	N	2
fun	J	4
fun	N	4
function	N	120
function	V	12
functional	J	8
fund	N	20
fund-raising_drive	N	2
fundamental	J	24
fundamentalist	J	2
fundamentally	R	8
fundamentals	N	4
funds	N	8
funeral	N	8
funeral_parlor	N	4
funny	J	42
funny	R	2
funny_house	N	2
funny_wagon	N	2
fur-piece	N	2
furious	J	4
furiously	R	2
furlong	N	2
furlough	N	2
furnish	V	12
furnishings	N	8
furniture	N	14
furor	N	4
further	J	36
further	R	56
furthermore	R	22
furtive	J	2
furtively	R	2
fury	N	8
fuse	V	8
fusiform	J	2
fusion	N	8
fuss	V	4
fussily	R	2
futility	N	2
future	J	22
future	N	60
future_day	J	2
fuzzed	J	2
fuzzy	J	2
g	N	10
gabardine	N	2
gadfly	N	2
gadget	N	14
gadgetry	N	2
gaelic	J	2
gag	N	8
gag_line	N	2
gage	N	4
gagwriter	N	2
gaiety	N	2
gaily	R	4
gain	N	8
gain	V	28
gal	N	2
gallant	J	2
gallant	N	2
gallantry	N	2
gallbladder	N	2
gallon	N	2
gallows	N	2
gallus	N	2
gamble	V	2
gambling	N	4
gambling_house	N	2
game	N	132
gaming_card	N	4
gamma	N	2
gamma_globulin	N	2
gamut	N	2
gang	N	4
gang_up	V	2
gap	N	10
garage	N	14
garb	N	2
garbage	N	2
garbage_collector	N	2
garbled	J	2
garden	N	16
garden	V	2
gardener	N	4
gardening	N	2
garland	V	2
garment	N	2
garter_snake	N	4
gas	N	50
gas_jet	N	6
gas_lamp	N	2
gas_stove	N	2
gaseous	J	2
gasp	N	6
gasp	V	6
gaspingly	R	2
gassing	N	2
gastrocnemius	N	8
gastronomy	N	2
gate	N	10
gather	V	32
gather_up	V	4
gathering	N	12
gaudy	J	4
gauge	N	2
gauge	V	4
gaunt	J	6
gauss	N	4
gaussian_shape	N	2
gay	J	24
gaze	N	6
gaze	V	14
gearset	N	2
gee	N	4
gegenschein	N	2
geiger_tube	N	2
gelding	N	4
gem	N	2
gender	N	6
general	J	80
general	N	4
general-purpose	J	2
general_election	N	2
general_manager	N	6
generalization	N	4
